metagenome	level 1	level 2	level 3	function	abundance	avg eValue	avg % ident	avg align len	# proteins	
4441682.3	Cell Wall and Capsule	Peptidoglycan biosynthesis--gjo	-	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)	36	-4.91	71.77	30.21	29	
4441680.3	Cell Wall and Capsule	Peptidoglycan biosynthesis--gjo	-	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)	20	-5.11	73.66	30.63	18	
4441679.3	Cell Wall and Capsule	Peptidoglycan biosynthesis--gjo	-	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)	43	-4.82	74.07	29.51	33	
4441681.3	Cell Wall and Capsule	Peptidoglycan biosynthesis--gjo	-	UDP-N-acetylmuramoylalanyl-D-glutamate--2,6-diaminopimelate ligase (EC 6.3.2.13)	85	-5.90	84.54	29.27	22	
4441682.3	Cell Wall and Capsule	Peptidoglycan biosynthesis--gjo	-	UDP-N-acetylmuramoylalanyl-D-glutamate--L,L-2,6-diaminopimelate ligase	2	-4.50	75.00	28.00	2	
4441680.3	Cell Wall and Capsule	Peptidoglycan biosynthesis--gjo	-	UDP-N-acetylmuramoylalanyl-D-glutamate--L,L-2,6-diaminopimelate ligase	2	-8.00	75.17	34.00	2	
4441679.3	Cell Wall and Capsule	Peptidoglycan biosynthesis--gjo	-	UDP-N-acetylmuramoylalanyl-D-glutamate--L,L-2,6-diaminopimelate ligase	4	-3.67	68.43	27.00	2	
4441681.3	Cell Wall and Capsule	Peptidoglycan biosynthesis--gjo	-	UDP-N-acetylmuramoylalanyl-D-glutamate--L,L-2,6-diaminopimelate ligase	1	-3.00	76.92	26.00	1	
4441681.3	Cell Wall and Capsule	Peptidoglycan biosynthesis--gjo	-	UDP-N-acetylmuramoylalanyl-D-glutamate--L-lysine ligase (EC 6.3.2.7)	4	-5.25	75.14	30.00	3	
4441681.3	Cell Wall and Capsule	Peptidoglycan biosynthesis--gjo	-	UDP-N-acetylmuramoylalanyl-D-glutamate--L-ornithine ligase	1	-4.00	65.52	29.00	1	
4441682.3	Cell Wall and Capsule	Peptidoglycan biosynthesis--gjo	-	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)	18	-4.94	73.45	30.71	17	
4441680.3	Cell Wall and Capsule	Peptidoglycan biosynthesis--gjo	-	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)	11	-5.50	77.77	29.38	8	
4441679.3	Cell Wall and Capsule	Peptidoglycan biosynthesis--gjo	-	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)	26	-4.62	73.40	29.92	18	
4441681.3	Cell Wall and Capsule	Peptidoglycan biosynthesis--gjo	-	UDP-N-acetylmuramoylalanyl-D-glutamyl-2,6-diaminopimelate--D-alanyl-D-alanine ligase (EC 6.3.2.10)	85	-6.12	82.83	30.20	21	
4441682.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	Aminoacyl-histidine dipeptidase (Peptidase D) (EC 3.4.13.3)	20	-4.89	71.31	30.63	17	
4441680.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	Aminoacyl-histidine dipeptidase (Peptidase D) (EC 3.4.13.3)	16	-4.75	74.31	28.94	15	
4441679.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	Aminoacyl-histidine dipeptidase (Peptidase D) (EC 3.4.13.3)	20	-4.74	78.61	28.16	13	
4441681.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	Aminoacyl-histidine dipeptidase (Peptidase D) (EC 3.4.13.3)	41	-5.50	75.99	30.38	15	
4441682.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	AmpG permease	4	-6.00	80.28	31.00	4	
4441680.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	AmpG permease	3	-5.33	72.91	31.00	2	
4441679.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	AmpG permease	1	-4.00	100.00	21.00	1	
4441681.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	AmpG permease	26	-7.39	84.63	32.00	5	
4441682.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	L-alanine-DL-glutamate epimerase	2	-3.50	63.98	30.50	2	
4441681.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	L-alanine-DL-glutamate epimerase	1	-3.00	71.43	28.00	1	
4441682.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13)	5	-6.17	75.35	30.83	5	
4441680.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13)	5	-3.00	61.28	29.40	5	
4441679.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13)	8	-4.62	68.84	31.38	7	
4441681.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	Muramoyltetrapeptide carboxypeptidase (EC 3.4.17.13)	45	-6.39	80.37	30.92	8	
4441682.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	8	-4.62	75.44	28.62	8	
4441680.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	6	-7.17	79.50	31.67	4	
4441679.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	10	-4.90	71.81	31.00	10	
4441681.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28)	67	-5.85	78.14	29.40	16	
4441679.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) AmpD	2	-8.00	85.94	30.00	2	
4441681.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	N-acetylmuramoyl-L-alanine amidase (EC 3.5.1.28) AmpD	16	-6.08	78.72	28.92	4	
4441682.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase (EC 6.3.2.-)	2	-5.50	79.33	27.50	2	
4441680.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase (EC 6.3.2.-)	1	-6.00	78.12	32.00	1	
4441679.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase (EC 6.3.2.-)	2	-7.50	89.75	29.50	2	
4441681.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Acids	-	UDP-N-acetylmuramate:L-alanyl-gamma-D-glutamyl-meso-diaminopimelate ligase (EC 6.3.2.-)	109	-6.70	86.29	29.28	14	
4441682.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Sugars	-	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.-)	1	-3.00	64.52	31.00	1	
4441680.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Sugars	-	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.-)	4	-4.67	76.93	29.00	3	
4441679.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Sugars	-	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.-)	2	-4.00	80.68	25.00	2	
4441681.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Sugars	-	Anhydro-N-acetylmuramic acid kinase (EC 2.7.1.-)	78	-5.34	80.34	28.64	16	
4441682.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Sugars	-	Beta N-acetyl-glucosaminidase (EC 3.2.1.52)	2	-3.50	71.93	26.50	2	
4441681.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Sugars	-	Beta N-acetyl-glucosaminidase (EC 3.2.1.52)	61	-5.60	78.39	30.02	13	
4441682.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Sugars	-	N-acetylmuramic acid 6-phosphate etherase (EC 4.2.-.-)	9	-5.12	79.46	29.62	7	
4441680.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Sugars	-	N-acetylmuramic acid 6-phosphate etherase (EC 4.2.-.-)	4	-6.33	74.98	32.67	3	
4441679.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Sugars	-	N-acetylmuramic acid 6-phosphate etherase (EC 4.2.-.-)	4	-4.75	77.24	28.50	4	
4441681.3	Cell Wall and Capsule	Recycling of Peptidoglycan Amino Sugars	-	N-acetylmuramic acid 6-phosphate etherase (EC 4.2.-.-)	3	-4.67	72.53	30.33	3	
4441682.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	48	-5.64	77.99	30.41	31	
4441680.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	32	-5.43	76.08	31.03	23	
4441679.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	49	-5.42	79.51	29.87	34	
4441681.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	Glucosamine--fructose-6-phosphate aminotransferase [isomerizing] (EC 2.6.1.16)	196	-6.54	82.61	30.78	45	
4441682.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)	10	-4.00	73.10	28.30	10	
4441680.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)	8	-6.88	77.79	31.50	5	
4441679.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)	9	-6.50	76.19	32.00	7	
4441681.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	Glucosamine-1-phosphate N-acetyltransferase (EC 2.3.1.157)	114	-6.42	81.40	30.80	30	
4441682.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23)	10	-4.00	73.10	28.30	10	
4441680.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23)	3	-6.67	78.01	30.33	3	
4441679.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23)	7	-6.50	77.38	31.17	5	
4441681.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	N-acetylglucosamine-1-phosphate uridyltransferase (EC 2.7.7.23)	108	-6.41	81.08	30.91	28	
4441682.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	N-acetylglucosamine-1-phosphate uridyltransferase eukaryotic (EC 2.7.7.23)	4	-3.00	71.77	26.25	4	
4441680.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	N-acetylglucosamine-1-phosphate uridyltransferase eukaryotic (EC 2.7.7.23)	2	-3.00	74.17	27.00	2	
4441679.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	N-acetylglucosamine-1-phosphate uridyltransferase eukaryotic (EC 2.7.7.23)	2	-3.50	69.19	30.00	2	
4441681.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	N-acetylglucosamine-1-phosphate uridyltransferase eukaryotic (EC 2.7.7.23)	2	-6.50	74.77	32.50	2	
4441682.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	N-acetylmuramic acid 6-phosphate etherase (EC 4.2.-.-)	9	-5.12	79.46	29.62	7	
4441680.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	N-acetylmuramic acid 6-phosphate etherase (EC 4.2.-.-)	4	-6.33	74.98	32.67	3	
4441679.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	N-acetylmuramic acid 6-phosphate etherase (EC 4.2.-.-)	4	-4.75	77.24	28.50	4	
4441681.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	N-acetylmuramic acid 6-phosphate etherase (EC 4.2.-.-)	3	-4.67	72.53	30.33	3	
4441682.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	Phosphoglucosamine mutase (EC 5.4.2.10)	26	-6.46	80.25	31.18	13	
4441680.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	Phosphoglucosamine mutase (EC 5.4.2.10)	15	-6.69	77.85	32.69	10	
4441679.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	Phosphoglucosamine mutase (EC 5.4.2.10)	28	-6.50	79.76	30.61	18	
4441681.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	Phosphoglucosamine mutase (EC 5.4.2.10)	113	-6.28	82.64	29.95	47	
4441682.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.1.1.158)	21	-4.74	73.28	30.42	16	
4441680.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.1.1.158)	9	-4.67	71.00	32.11	9	
4441679.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.1.1.158)	16	-4.31	72.79	30.50	13	
4441681.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	UDP-N-acetylenolpyruvoylglucosamine reductase (EC 1.1.1.158)	49	-5.76	76.43	30.93	21	
4441682.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	49	-5.20	76.45	30.28	38	
4441680.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	43	-5.28	75.57	30.74	33	
4441679.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	51	-5.14	76.41	30.47	37	
4441681.3	Cell Wall and Capsule	UDP-N-acetylmuramate from Fructose-6-phosphate Biosynthesis	-	UDP-N-acetylglucosamine 1-carboxyvinyltransferase (EC 2.5.1.7)	107	-6.64	82.34	31.11	47	
4441682.3	Cell Wall and Capsule	YjeE	-	ATPase YjeE, predicted to have essential role in cell wall biosynthesis	6	-4.17	66.55	33.33	6	
4441680.3	Cell Wall and Capsule	YjeE	-	ATPase YjeE, predicted to have essential role in cell wall biosynthesis	4	-7.00	73.24	32.50	4	
4441679.3	Cell Wall and Capsule	YjeE	-	ATPase YjeE, predicted to have essential role in cell wall biosynthesis	5	-4.20	71.89	29.40	5	
4441681.3	Cell Wall and Capsule	YjeE	-	ATPase YjeE, predicted to have essential role in cell wall biosynthesis	11	-5.91	80.27	30.18	8	
4441682.3	Cell Wall and Capsule	YjeE	-	COG3178: Predicted phosphotransferase related to Ser/Thr protein kinases	1	-3.00	76.00	25.00	1	
4441680.3	Cell Wall and Capsule	YjeE	-	COG3178: Predicted phosphotransferase related to Ser/Thr protein kinases	2	-7.00	83.18	28.50	1	
4441681.3	Cell Wall and Capsule	YjeE	-	COG3178: Predicted phosphotransferase related to Ser/Thr protein kinases	26	-6.12	82.82	29.52	4	
4441682.3	Cell Wall and Capsule	YjeE	-	Inactive homolog of metal-dependent proteases, putative molecular chaperone	4	-4.75	67.75	33.50	4	
4441680.3	Cell Wall and Capsule	YjeE	-	Inactive homolog of metal-dependent proteases, putative molecular chaperone	3	-7.33	90.89	29.33	3	
4441679.3	Cell Wall and Capsule	YjeE	-	Inactive homolog of metal-dependent proteases, putative molecular chaperone	8	-4.75	74.09	30.25	7	
4441681.3	Cell Wall and Capsule	YjeE	-	Inactive homolog of metal-dependent proteases, putative molecular chaperone	26	-5.71	83.78	29.38	5	
4441681.3	Cell Wall and Capsule	YjeE	-	YjeF protein, C-terminal domain	2	-4.00	61.76	34.00	1	
4441682.3	Cell Wall and Capsule	YjeE	-	YjeF protein, function unknown	6	-4.83	72.80	31.83	5	
4441680.3	Cell Wall and Capsule	YjeE	-	YjeF protein, function unknown	9	-4.00	74.02	29.00	8	
4441679.3	Cell Wall and Capsule	YjeE	-	YjeF protein, function unknown	11	-3.64	69.24	31.09	11	
4441681.3	Cell Wall and Capsule	YjeE	-	YjeF protein, function unknown	53	-4.90	80.10	27.80	5	
4441679.3	Cell Wall and Capsule	tRNA-dependent amino acid transfers	-	tRNA-dependent lipid II--amino acid ligase	2	-5.50	70.09	30.50	1	
4441682.3	Clustering-based subsystems	Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms	-	BatA (Bacteroides aerotolerance operon)	7	-5.33	77.04	30.50	5	
4441680.3	Clustering-based subsystems	Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms	-	BatA (Bacteroides aerotolerance operon)	5	-5.60	75.81	31.40	4	
4441679.3	Clustering-based subsystems	Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms	-	BatA (Bacteroides aerotolerance operon)	3	-5.33	70.43	33.00	3	
4441682.3	Clustering-based subsystems	Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms	-	BatB	3	-4.00	70.53	30.00	2	
4441680.3	Clustering-based subsystems	Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms	-	BatB	1	-4.00	78.57	28.00	1	
4441679.3	Clustering-based subsystems	Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms	-	BatB	1	-5.00	71.88	32.00	1	
4441681.3	Clustering-based subsystems	Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms	-	BatB	2	-3.50	68.47	31.00	2	
4441679.3	Clustering-based subsystems	Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms	-	BatC	2	-4.00	69.84	29.50	1	
4441680.3	Clustering-based subsystems	Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms	-	BatD	1	-7.00	67.57	37.00	1	
4441679.3	Clustering-based subsystems	Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms	-	BatD	1	-3.00	86.36	22.00	1	
4441681.3	Clustering-based subsystems	Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms	-	BatD	2	-3.50	64.58	31.00	2	
4441682.3	Clustering-based subsystems	Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms	-	BatE	1	-3.00	70.00	30.00	1	
4441679.3	Clustering-based subsystems	Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms	-	BatE	1	-4.00	64.71	34.00	1	
4441682.3	Clustering-based subsystems	Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms	-	MoxR-like ATPase in aerotolerance operon	13	-5.92	82.57	30.08	9	
4441680.3	Clustering-based subsystems	Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms	-	MoxR-like ATPase in aerotolerance operon	6	-8.14	91.11	32.00	4	
4441679.3	Clustering-based subsystems	Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms	-	MoxR-like ATPase in aerotolerance operon	16	-7.73	80.40	33.67	8	
4441681.3	Clustering-based subsystems	Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms	-	MoxR-like ATPase in aerotolerance operon	9	-6.56	78.62	31.78	9	
4441682.3	Clustering-based subsystems	Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms	-	hypothetical protein PA3071	7	-7.00	75.46	34.20	5	
4441680.3	Clustering-based subsystems	Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms	-	hypothetical protein PA3071	6	-7.33	81.23	31.83	4	
4441679.3	Clustering-based subsystems	Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms	-	hypothetical protein PA3071	2	-3.50	75.92	27.00	2	
4441681.3	Clustering-based subsystems	Aerotolerance operon in Bacteroides and potentially orthologous operons in other organisms	-	hypothetical protein PA3071	1	-6.00	77.14	35.00	1	
4441682.3	Clustering-based subsystems	Allophanate hydrolase 2 and Biotin carboxylase cluster	-	Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54)	1	-6.00	85.19	27.00	1	
4441679.3	Clustering-based subsystems	Allophanate hydrolase 2 and Biotin carboxylase cluster	-	Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54)	5	-6.40	80.98	28.40	4	
4441681.3	Clustering-based subsystems	Allophanate hydrolase 2 and Biotin carboxylase cluster	-	Allophanate hydrolase 2 subunit 1 (EC 3.5.1.54)	28	-6.45	81.32	30.86	10	
4441679.3	Clustering-based subsystems	Allophanate hydrolase 2 and Biotin carboxylase cluster	-	Allophanate hydrolase 2 subunit 2 (EC 3.5.1.54)	3	-4.00	84.22	25.67	2	
4441681.3	Clustering-based subsystems	Allophanate hydrolase 2 and Biotin carboxylase cluster	-	Allophanate hydrolase 2 subunit 2 (EC 3.5.1.54)	27	-5.70	80.08	29.87	9	
4441682.3	Clustering-based subsystems	Allophanate hydrolase 2 and Biotin carboxylase cluster	-	Biotin carboxyl carrier protein	16	-5.47	78.35	29.73	9	
4441680.3	Clustering-based subsystems	Allophanate hydrolase 2 and Biotin carboxylase cluster	-	Biotin carboxyl carrier protein	11	-6.10	74.56	31.20	8	
4441679.3	Clustering-based subsystems	Allophanate hydrolase 2 and Biotin carboxylase cluster	-	Biotin carboxyl carrier protein	11	-6.00	75.61	31.18	8	
4441681.3	Clustering-based subsystems	Allophanate hydrolase 2 and Biotin carboxylase cluster	-	Biotin carboxyl carrier protein	54	-6.12	82.41	29.93	19	
4441680.3	Clustering-based subsystems	Allophanate hydrolase 2 and Biotin carboxylase cluster	-	Biotin carboxylase (EC 6.3.4.14)	1	-4.00	61.76	34.00	1	
4441681.3	Clustering-based subsystems	Allophanate hydrolase 2 and Biotin carboxylase cluster	-	Biotin carboxylase (EC 6.3.4.14)	6	-5.83	76.51	31.33	6	
4441682.3	Clustering-based subsystems	Allophanate hydrolase 2 and Biotin carboxylase cluster	-	Lactam utilization protein LamB	4	-5.25	74.14	31.00	4	
4441680.3	Clustering-based subsystems	Allophanate hydrolase 2 and Biotin carboxylase cluster	-	Lactam utilization protein LamB	2	-4.50	62.66	32.00	2	
4441679.3	Clustering-based subsystems	Allophanate hydrolase 2 and Biotin carboxylase cluster	-	Lactam utilization protein LamB	1	-9.00	77.78	36.00	1	
4441681.3	Clustering-based subsystems	Allophanate hydrolase 2 and Biotin carboxylase cluster	-	Lactam utilization protein LamB	29	-5.65	83.26	28.91	6	
4441682.3	Clustering-based subsystems	Allophanate hydrolase 2 and Biotin carboxylase cluster	-	Mn2+/Fe2+ transporter, NRAMP family	1	-7.00	87.50	32.00	1	
4441679.3	Clustering-based subsystems	Allophanate hydrolase 2 and Biotin carboxylase cluster	-	Mn2+/Fe2+ transporter, NRAMP family	1	-4.50	75.22	30.00	1	
4441681.3	Clustering-based subsystems	Allophanate hydrolase 2 and Biotin carboxylase cluster	-	Mn2+/Fe2+ transporter, NRAMP family	4	-6.36	77.85	32.79	4	
4441680.3	Clustering-based subsystems	Bacterial Cell Division	-	Cell division initiation protein DivIVA	1	-4.00	61.76	34.00	1	
4441679.3	Clustering-based subsystems	Bacterial Cell Division	-	Cell division initiation protein DivIVA	1	-5.00	76.92	26.00	1	
4441681.3	Clustering-based subsystems	Bacterial Cell Division	-	Cell division initiation protein DivIVA	4	-6.25	70.79	33.00	4	
4441681.3	Clustering-based subsystems	Bacterial Cell Division	-	Cell division protein BolA	19	-6.88	84.13	30.88	6	
4441682.3	Clustering-based subsystems	Bacterial Cell Division	-	Cell division protein FtsA	7	-3.33	71.13	27.83	6	
